,WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,SJW,SJL,UBW,UBL
678,14,Miami,Sony Ericsson Open,2009-04-01,Premier,Outdoor,Hard,Quarterfinals,3,Williams V.,Benesova I.,6.0,31.0,6842.0,1649.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.04,10.0,1.1,6.75,1.071,7.5,1.05,9.0,1.1,6.6
679,14,Miami,Sony Ericsson Open,2009-04-02,Premier,Outdoor,Hard,Semifinals,3,Azarenka V.,Kuznetsova S.,10.0,8.0,3760.0,4308.0,6.0,3.0,2.0,6.0,7.0,5.0,2.0,1.0,Completed,1.44,2.75,1.48,2.53,1.5,2.5,1.444,2.75,1.44,2.7
680,14,Miami,Sony Ericsson Open,2009-04-03,Premier,Outdoor,Hard,Semifinals,3,Williams S.,Williams V.,1.0,6.0,9432.0,6842.0,6.0,4.0,3.0,6.0,6.0,3.0,2.0,1.0,Completed,1.8,2.0,1.8,1.95,1.72,2.0,1.8,2.0,1.75,2.03
681,14,Miami,Sony Ericsson Open,2009-04-04,Premier,Outdoor,Hard,The Final,3,Azarenka V.,Williams S.,10.0,1.0,3760.0,9432.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,3.4,1.33,2.92,1.37,3.25,1.333,3.0,1.364,3.0,1.37
682,15,Marbella,Andalucia Tennis Experience,2009-04-06,International,Outdoor,Clay,1st Round,3,Vinci R.,Pironkova T.,67.0,50.0,915.0,1199.0,6.0,7.0,6.0,2.0,6.0,4.0,2.0,1.0,Completed,3.4,1.3,3.65,1.25,3,1.36,3.25,1.29,2.95,1.38
683,15,Marbella,Andalucia Tennis Experience,2009-04-06,International,Outdoor,Clay,1st Round,3,Cirstea S.,Olaru I.R.,42.0,108.0,1445.0,592.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.61,2.2,1.6,2.25,1.57,2.25,1.53,2.38,1.6,2.28
684,15,Marbella,Andalucia Tennis Experience,2009-04-06,International,Outdoor,Clay,1st Round,3,Vaidisova N.,Kerber A.,58.0,139.0,943.0,441.0,3.0,6.0,6.0,4.0,6.0,4.0,2.0,1.0,Completed,1.11,6.0,1.15,5.2,1.16,4.5,1.1,6.0,1.15,5.2
685,15,Marbella,Andalucia Tennis Experience,2009-04-07,International,Outdoor,Clay,1st Round,3,Klepac A.,Bremond S.,134.0,68.0,468.0,872.0,5.0,7.0,6.0,2.0,6.0,2.0,2.0,1.0,Completed,2.75,1.4,2.45,1.5,,,2.5,1.5,,
686,15,Marbella,Andalucia Tennis Experience,2009-04-07,International,Outdoor,Clay,1st Round,3,Voracova R.,Parmentier P.,164.0,78.0,374.0,818.0,7.0,6.0,4.0,6.0,6.0,4.0,2.0,1.0,Completed,3.5,1.28,3.1,1.35,,,2.75,1.4,,
687,15,Marbella,Andalucia Tennis Experience,2009-04-07,International,Outdoor,Clay,1st Round,3,Suarez Navarro C.,Ani M.,34.0,92.0,1607.0,688.0,7.0,5.0,7.0,5.0,,,2.0,0.0,Completed,1.22,4.0,1.23,3.89,,,1.22,3.75,,
688,15,Marbella,Andalucia Tennis Experience,2009-04-07,International,Outdoor,Clay,1st Round,3,Ruano Pascual V.,Garbin T.,106.0,61.0,606.0,935.0,6.0,1.0,2.0,6.0,6.0,1.0,2.0,1.0,Completed,3.25,1.33,3.1,1.35,2.75,1.4,2.88,1.36,,
689,15,Marbella,Andalucia Tennis Experience,2009-04-07,International,Outdoor,Clay,1st Round,3,Hercog P.,Cohen Aloro S.,220.0,96.0,237.0,662.0,3.0,6.0,7.0,6.0,6.0,2.0,2.0,1.0,Completed,1.57,2.25,,,,,,,1.67,2.15
690,15,Marbella,Andalucia Tennis Experience,2009-04-07,International,Outdoor,Clay,1st Round,3,Errani S.,Schruff J.,40.0,138.0,1488.0,452.0,7.0,5.0,7.0,6.0,,,2.0,0.0,Completed,1.25,3.75,1.28,3.46,1.28,3.5,1.29,3.25,1.3,3.4
691,15,Marbella,Andalucia Tennis Experience,2009-04-07,International,Outdoor,Clay,1st Round,3,Medina Garrigues A.,Yakimova A.,20.0,74.0,2325.0,823.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.28,3.5,1.3,3.35,1.33,3.25,1.29,3.25,1.32,3.25
692,15,Marbella,Andalucia Tennis Experience,2009-04-07,International,Outdoor,Clay,1st Round,3,Ivanova E.,Zec Peskiric M.,162.0,125.0,376.0,532.0,6.0,0.0,6.0,4.0,,,2.0,0.0,Completed,2.37,1.53,2.45,1.5,,,,,2.35,1.57
693,15,Marbella,Andalucia Tennis Experience,2009-04-07,International,Outdoor,Clay,1st Round,3,Rus A.,Torro-Flor M.T.,142.0,806.0,435.0,22.0,4.0,6.0,6.0,2.0,6.0,0.0,2.0,1.0,Completed,1.14,5.0,,,,,,,,
694,15,Marbella,Andalucia Tennis Experience,2009-04-07,International,Outdoor,Clay,1st Round,3,Jankovic J.,Schiavone F.,4.0,47.0,7290.0,1232.0,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.25,3.75,1.28,3.46,1.25,3.75,1.2,4.0,1.33,3.2
695,15,Marbella,Andalucia Tennis Experience,2009-04-07,International,Outdoor,Clay,1st Round,3,Sfar S.,Candela E.C.,181.0,167.0,322.0,364.0,6.0,3.0,7.0,6.0,,,2.0,0.0,Completed,1.83,1.83,,,,,,,1.84,1.92
696,15,Marbella,Andalucia Tennis Experience,2009-04-08,International,Outdoor,Clay,1st Round,3,Kanepi K.,Soler Espinosa S.,21.0,194.0,2270.0,298.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.14,5.0,1.13,5.5,1.14,5.0,1.13,5.5,1.12,5.85
697,15,Marbella,Andalucia Tennis Experience,2009-04-08,International,Outdoor,Clay,1st Round,3,Zakopalova K.,Williams S.,95.0,1.0,663.0,9132.0,6.0,4.0,3.0,6.0,6.0,1.0,2.0,1.0,Completed,6.5,1.1,5.5,1.13,4.5,1.16,5.5,1.13,5.2,1.15
698,15,Marbella,Andalucia Tennis Experience,2009-04-08,International,Outdoor,Clay,2nd Round,3,Vinci R.,Vaidisova N.,67.0,58.0,915.0,943.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,2.62,1.44,2.4,1.52,2.37,1.53,2.63,1.44,2.52,1.5
699,15,Marbella,Andalucia Tennis Experience,2009-04-08,International,Outdoor,Clay,2nd Round,3,Cirstea S.,Klepac A.,42.0,134.0,1445.0,468.0,4.0,6.0,6.0,1.0,6.0,1.0,2.0,1.0,Completed,1.4,2.75,1.37,2.92,1.4,2.75,2.88,1.36,1.4,2.88
700,15,Marbella,Andalucia Tennis Experience,2009-04-08,International,Outdoor,Clay,2nd Round,3,Medina Garrigues A.,Ruano Pascual V.,20.0,106.0,2325.0,606.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.16,4.5,1.17,4.67,1.2,4.33,1.2,4.0,1.17,4.8
701,15,Marbella,Andalucia Tennis Experience,2009-04-09,International,Outdoor,Clay,2nd Round,3,Suarez Navarro C.,Ivanova E.,34.0,162.0,1607.0,376.0,0.0,6.0,6.0,3.0,6.0,0.0,2.0,1.0,Completed,1.2,4.33,1.2,4.45,1.22,4.0,1.25,3.5,1.22,4.1
702,15,Marbella,Andalucia Tennis Experience,2009-04-09,International,Outdoor,Clay,2nd Round,3,Errani S.,Hercog P.,40.0,220.0,1488.0,237.0,6.0,0.0,7.0,6.0,,,2.0,0.0,Completed,1.22,4.0,1.23,3.89,1.22,4.0,1.222,3.75,1.24,3.9
703,15,Marbella,Andalucia Tennis Experience,2009-04-09,International,Outdoor,Clay,2nd Round,3,Jankovic J.,Sfar S.,4.0,181.0,7290.0,322.0,6.0,3.0,6.0,0.0,,,2.0,0.0,Completed,1.03,11.0,1.03,10.5,1.02,12.0,1.013,11.0,1.02,14.0
704,15,Marbella,Andalucia Tennis Experience,2009-04-09,International,Outdoor,Clay,2nd Round,3,Zakopalova K.,Voracova R.,95.0,164.0,663.0,374.0,7.0,6.0,5.0,7.0,6.0,0.0,2.0,1.0,Completed,1.36,3.0,1.37,2.92,1.36,3.0,,,1.37,3.0
705,15,Marbella,Andalucia Tennis Experience,2009-04-09,International,Outdoor,Clay,2nd Round,3,Kanepi K.,Rus A.,21.0,142.0,2270.0,435.0,7.0,5.0,6.0,2.0,,,2.0,0.0,Completed,1.22,4.0,1.23,3.89,1.22,4.0,1.2,4.0,1.24,3.9
706,15,Marbella,Andalucia Tennis Experience,2009-04-10,International,Outdoor,Clay,Quarterfinals,3,Medina Garrigues A.,Errani S.,20.0,40.0,2325.0,1488.0,6.0,2.0,6.0,7.0,7.0,5.0,2.0,1.0,Completed,1.33,3.25,1.35,3.0,1.44,2.62,1.364,3.0,1.4,2.85
707,15,Marbella,Andalucia Tennis Experience,2009-04-10,International,Outdoor,Clay,Quarterfinals,3,Jankovic J.,Vinci R.,4.0,67.0,7290.0,915.0,3.0,6.0,6.0,3.0,7.0,6.0,2.0,1.0,Completed,1.08,7.0,1.13,5.5,1.12,5.5,1.125,5.5,1.14,5.4
708,15,Marbella,Andalucia Tennis Experience,2009-04-10,International,Outdoor,Clay,Quarterfinals,3,Cirstea S.,Kanepi K.,42.0,21.0,1445.0,2270.0,6.0,4.0,2.0,6.0,7.0,5.0,2.0,1.0,Completed,2.75,1.4,2.65,1.45,2.5,1.5,2.625,1.444,2.85,1.4
709,15,Marbella,Andalucia Tennis Experience,2009-04-10,International,Outdoor,Clay,Quarterfinals,3,Suarez Navarro C.,Zakopalova K.,34.0,95.0,1607.0,663.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,1.44,2.62,1.45,2.6,1.44,2.62,1.5,2.5,1.5,2.52
710,15,Marbella,Andalucia Tennis Experience,2009-04-11,International,Outdoor,Clay,Semifinals,3,Suarez Navarro C.,Cirstea S.,34.0,42.0,1607.0,1445.0,6.0,2.0,6.0,7.0,6.0,2.0,2.0,1.0,Completed,1.4,2.75,1.5,2.45,1.5,2.5,1.5,2.625,1.55,2.4
711,15,Marbella,Andalucia Tennis Experience,2009-04-11,International,Outdoor,Clay,Semifinals,3,Jankovic J.,Medina Garrigues A.,4.0,20.0,7290.0,2325.0,7.0,5.0,6.0,2.0,,,2.0,0.0,Completed,1.4,2.75,1.41,2.76,1.4,2.75,1.4,2.875,1.42,2.78
712,15,Marbella,Andalucia Tennis Experience,2009-04-12,International,Outdoor,Clay,The Final,3,Jankovic J.,Suarez Navarro C.,4.0,34.0,7290.0,1607.0,6.0,3.0,3.0,6.0,6.0,3.0,2.0,1.0,Completed,1.33,3.25,1.37,2.92,1.3,3.4,1.286,3.5,1.35,3.1
713,16,Ponte Vedra Beach,MPS Group Championships,2009-04-06,International,Outdoor,Clay,1st Round,3,Bondarenko K.,Zahlavova Strycova B..,65.0,60.0,926.0,942.0,7.0,6.0,6.0,2.0,,,2.0,0.0,Completed,2.2,1.61,,,2.1,1.66,2.1,1.67,2.2,1.64
714,16,Ponte Vedra Beach,MPS Group Championships,2009-04-06,International,Outdoor,Clay,1st Round,3,Keys M.,Kudryavtseva A.,705.0,81.0,31.0,796.0,7.0,5.0,6.0,4.0,,,2.0,0.0,Completed,4.33,1.22,,,4.5,1.16,4.0,1.2,5.8,1.12
715,16,Ponte Vedra Beach,MPS Group Championships,2009-04-06,International,Outdoor,Clay,1st Round,3,Mayr P.,Morita A.,76.0,82.0,820.0,794.0,6.0,3.0,2.0,6.0,6.0,3.0,2.0,1.0,Completed,1.53,2.37,1.53,2.4,1.57,2.25,1.53,2.38,1.52,2.45
716,16,Ponte Vedra Beach,MPS Group Championships,2009-04-06,International,Outdoor,Clay,1st Round,3,Bondarenko A.,Mirza S.,37.0,100.0,1524.0,651.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.53,2.37,1.65,2.15,1.61,2.2,1.62,2.2,1.62,2.24
717,16,Ponte Vedra Beach,MPS Group Championships,2009-04-06,International,Outdoor,Clay,1st Round,3,Cibulkova D.,Gallovits E.,16.0,73.0,2675.0,831.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.28,3.5,1.3,3.35,1.3,3.4,1.25,3.5,1.28,3.55
718,16,Ponte Vedra Beach,MPS Group Championships,2009-04-07,International,Outdoor,Clay,1st Round,3,Wozniak A.,Craybas J.,35.0,85.0,1588.0,747.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.57,2.25,1.65,2.15,1.61,2.2,1.67,2.1,1.65,2.18
719,16,Ponte Vedra Beach,MPS Group Championships,2009-04-07,International,Outdoor,Clay,1st Round,3,Lisicki S.,Koryttseva M.,62.0,91.0,929.0,694.0,6.0,3.0,7.0,6.0,,,2.0,0.0,Completed,1.66,2.1,1.75,2.05,1.66,2.1,1.73,2.0,1.78,2.0
720,16,Ponte Vedra Beach,MPS Group Championships,2009-04-07,International,Outdoor,Clay,1st Round,3,Paszek T.,Czink M.,69.0,80.0,867.0,806.0,6.0,7.0,6.0,4.0,6.0,4.0,2.0,1.0,Completed,1.5,2.5,1.5,2.45,1.53,2.37,1.5,2.5,1.55,2.4
721,16,Ponte Vedra Beach,MPS Group Championships,2009-04-07,International,Outdoor,Clay,1st Round,3,Hantuchova D.,Sevastova A.,43.0,183.0,1392.0,322.0,2.0,6.0,6.0,4.0,7.0,6.0,2.0,1.0,Completed,,,1.26,3.62,1.28,3.5,1.2,4.0,1.24,3.9
722,16,Ponte Vedra Beach,MPS Group Championships,2009-04-07,International,Outdoor,Clay,1st Round,3,Rodionova An.,Voskoboeva G.,151.0,90.0,403.0,696.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,2.25,1.57,2.15,1.65,2.1,1.66,2.0,1.73,2.14,1.68
723,16,Ponte Vedra Beach,MPS Group Championships,2009-04-07,International,Outdoor,Clay,1st Round,3,Vesnina E.,Peng S.,63.0,36.0,927.0,1586.0,2.0,6.0,6.0,1.0,6.0,3.0,2.0,1.0,Completed,2.5,1.5,2.3,1.6,2.25,1.57,2.38,1.53,2.32,1.58
724,16,Ponte Vedra Beach,MPS Group Championships,2009-04-07,International,Outdoor,Clay,1st Round,3,Petrova N.,Govortsova O.,10.0,57.0,3840.0,1004.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.2,4.33,1.25,3.75,1.22,4.0,1.25,3.5,1.28,3.55
725,16,Ponte Vedra Beach,MPS Group Championships,2009-04-07,International,Outdoor,Clay,1st Round,3,Lepchenko V.,Schnyder P.,115.0,18.0,572.0,2487.0,6.0,2.0,6.0,0.0,,,2.0,0.0,Completed,4.5,1.16,,,4,1.22,4.0,1.2,4.35,1.2
726,16,Ponte Vedra Beach,MPS Group Championships,2009-04-07,International,Outdoor,Clay,1st Round,3,Razzano V.,Amanmuradova A.,41.0,93.0,1487.0,668.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.2,4.33,1.21,4.06,1.28,3.5,1.3,3.2,1.24,3.9
727,16,Ponte Vedra Beach,MPS Group Championships,2009-04-07,International,Outdoor,Clay,1st Round,3,Mattek-Sands B.,Bartoli M.,39.0,13.0,1503.0,3224.0,5.0,7.0,7.0,6.0,6.0,3.0,2.0,1.0,Completed,2.75,1.4,2.85,1.4,2.75,1.4,2.63,1.44,2.7,1.44
728,16,Ponte Vedra Beach,MPS Group Championships,2009-04-07,International,Outdoor,Clay,1st Round,3,Wozniacki C.,Stosur S.,12.0,31.0,3430.0,1660.0,6.0,3.0,6.0,7.0,6.0,1.0,2.0,1.0,Completed,1.4,2.75,1.37,2.92,1.4,2.75,1.36,2.88,1.4,2.85
729,16,Ponte Vedra Beach,MPS Group Championships,2009-04-08,International,Outdoor,Clay,2nd Round,3,Bondarenko A.,Bondarenko K.,37.0,65.0,1524.0,926.0,4.0,6.0,6.0,4.0,6.0,3.0,2.0,1.0,Completed,1.66,2.1,1.67,2.12,1.66,2.1,1.67,2.1,1.8,1.97
730,16,Ponte Vedra Beach,MPS Group Championships,2009-04-08,International,Outdoor,Clay,2nd Round,3,Vesnina E.,Mayr P.,63.0,76.0,927.0,820.0,1.0,6.0,6.0,3.0,6.0,2.0,2.0,1.0,Completed,1.53,2.37,1.5,2.45,1.5,2.5,1.43,2.38,1.5,2.5
731,16,Ponte Vedra Beach,MPS Group Championships,2009-04-08,International,Outdoor,Clay,2nd Round,3,Cibulkova D.,Rodionova An.,16.0,151.0,2675.0,403.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.2,4.33,1.17,4.67,1.16,4.5,1.2,4.0,1.16,5.0
732,16,Ponte Vedra Beach,MPS Group Championships,2009-04-08,International,Outdoor,Clay,2nd Round,3,Petrova N.,Keys M.,10.0,705.0,3840.0,31.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.08,7.0,1.07,7.19,1.08,7.0,1.071,7.0,1.09,7.0
733,16,Ponte Vedra Beach,MPS Group Championships,2009-04-09,International,Outdoor,Clay,2nd Round,3,Paszek T.,Lepchenko V.,69.0,115.0,867.0,572.0,3.0,6.0,6.0,3.0,6.0,4.0,2.0,1.0,Completed,1.44,2.62,1.5,2.45,1.4,2.75,1.444,2.625,1.45,2.67
734,16,Ponte Vedra Beach,MPS Group Championships,2009-04-09,International,Outdoor,Clay,2nd Round,3,Wozniacki C.,Razzano V.,12.0,41.0,3430.0,1487.0,6.0,3.0,7.0,5.0,,,2.0,0.0,Completed,1.28,3.5,1.28,3.46,1.28,3.5,1.286,3.25,1.28,3.55
735,16,Ponte Vedra Beach,MPS Group Championships,2009-04-09,International,Outdoor,Clay,2nd Round,3,Wozniak A.,Lisicki S.,35.0,62.0,1588.0,929.0,3.0,6.0,7.0,6.0,6.0,4.0,2.0,1.0,Completed,2.2,1.61,2.15,1.65,2.1,1.66,2.0,1.727,2.2,1.64
736,16,Ponte Vedra Beach,MPS Group Championships,2009-04-09,International,Outdoor,Clay,2nd Round,3,Hantuchova D.,Mattek-Sands B.,43.0,39.0,1392.0,1503.0,6.0,3.0,7.0,5.0,,,2.0,0.0,Completed,1.83,1.83,1.82,1.92,1.8,1.9,1.727,2.0,1.82,1.94
737,16,Ponte Vedra Beach,MPS Group Championships,2009-04-10,International,Outdoor,Clay,Quarterfinals,3,Wozniak A.,Paszek T.,35.0,69.0,1588.0,867.0,6.0,3.0,3.0,6.0,7.0,6.0,2.0,1.0,Completed,1.66,2.1,1.7,2.1,,,1.833,1.833,1.82,1.94
738,16,Ponte Vedra Beach,MPS Group Championships,2009-04-10,International,Outdoor,Clay,Quarterfinals,3,Petrova N.,Bondarenko A.,10.0,37.0,3840.0,1524.0,4.0,6.0,6.0,3.0,7.0,6.0,2.0,1.0,Completed,1.28,3.5,1.35,3.1,1.33,3.25,1.333,3.0,1.3,3.4
739,16,Ponte Vedra Beach,MPS Group Championships,2009-04-10,International,Outdoor,Clay,Quarterfinals,3,Vesnina E.,Cibulkova D.,63.0,16.0,927.0,2675.0,7.0,5.0,6.0,7.0,6.0,3.0,2.0,1.0,Completed,3.5,1.28,3.35,1.3,3.25,1.33,3.0,1.333,3.2,1.33
740,16,Ponte Vedra Beach,MPS Group Championships,2009-04-11,International,Outdoor,Clay,Quarterfinals,3,Wozniacki C.,Hantuchova D.,12.0,43.0,3430.0,1392.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.3,3.4,1.3,3.35,1.36,3.0,1.286,3.25,1.3,3.4
741,16,Ponte Vedra Beach,MPS Group Championships,2009-04-11,International,Outdoor,Clay,Semifinals,3,Wozniak A.,Petrova N.,35.0,10.0,1588.0,3840.0,6.0,4.0,4.0,6.0,6.0,2.0,2.0,1.0,Completed,3.0,1.36,2.75,1.42,3,1.36,2.875,1.4,2.66,1.46
742,16,Ponte Vedra Beach,MPS Group Championships,2009-04-11,International,Outdoor,Clay,Semifinals,3,Wozniacki C.,Vesnina E.,12.0,63.0,3430.0,927.0,2.0,6.0,6.0,3.0,7.0,6.0,2.0,1.0,Completed,1.25,3.75,1.28,3.46,1.3,3.4,1.25,3.75,1.24,3.9
743,16,Ponte Vedra Beach,MPS Group Championships,2009-04-12,International,Outdoor,Clay,The Final,3,Wozniacki C.,Wozniak A.,12.0,35.0,3430.0,1588.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,1.25,3.75,1.28,3.46,1.28,3.5,1.25,3.75,1.28,3.55
744,17,Barcelona,Barcelona Ladies Open,2009-04-13,International,Outdoor,Clay,1st Round,3,Safarova L.,Pironkova T.,49.0,47.0,1194.0,1199.0,6.0,1.0,3.0,6.0,6.0,0.0,2.0,1.0,Completed,2.1,1.66,2.4,1.55,2.2,1.615,2.0,1.727,2.04,1.74
745,17,Barcelona,Barcelona Ladies Open,2009-04-13,International,Outdoor,Clay,1st Round,3,Rybarikova M.,Zakopalova K.,46.0,92.0,1204.0,703.0,6.0,1.0,7.0,6.0,,,2.0,0.0,Completed,1.66,2.1,1.66,2.22,1.72,2.0,1.727,2.0,1.77,2.0
746,17,Barcelona,Barcelona Ladies Open,2009-04-13,International,Outdoor,Clay,1st Round,3,Vinci R.,Parmentier P.,61.0,77.0,955.0,818.0,6.0,4.0,7.0,6.0,,,2.0,0.0,Completed,1.33,3.25,1.4,2.85,1.364,3.0,1.333,3.0,1.35,3.1
747,17,Barcelona,Barcelona Ladies Open,2009-04-13,International,Outdoor,Clay,1st Round,3,Errani S.,Johansson M.,39.0,64.0,1498.0,938.0,2.0,6.0,7.0,5.0,6.0,3.0,2.0,1.0,Completed,1.2,4.33,1.25,3.73,1.286,3.5,1.286,3.25,1.25,3.8
748,17,Barcelona,Barcelona Ladies Open,2009-04-13,International,Outdoor,Clay,1st Round,3,Pennetta F.,Kvitova P.,14.0,45.0,3040.0,1226.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.28,3.5,1.35,3.1,1.3,3.4,1.333,3.0,1.37,3.0
749,17,Barcelona,Barcelona Ladies Open,2009-04-13,International,Outdoor,Clay,1st Round,3,Cohen Aloro S.,Cornet A.,284.0,15.0,170.0,2985.0,6.0,0.0,6.0,3.0,,,2.0,0.0,Completed,9.0,1.05,7.0,1.07,7,1.083,7.0,1.071,7.4,1.08
750,17,Barcelona,Barcelona Ladies Open,2009-04-14,International,Outdoor,Clay,1st Round,3,Vaidisova N.,Savranska Y.,58.0,228.0,971.0,234.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.2,4.33,1.25,3.75,1.222,4.0,,,1.25,3.8
751,17,Barcelona,Barcelona Ladies Open,2009-04-14,International,Outdoor,Clay,1st Round,3,Bremond S.,Groenefeld A.L.,74.0,55.0,824.0,1023.0,7.0,6.0,6.0,2.0,,,2.0,0.0,Completed,3.5,1.28,3.22,1.32,3.4,1.3,2.875,1.364,3.1,1.35
752,17,Barcelona,Barcelona Ladies Open,2009-04-14,International,Outdoor,Clay,1st Round,3,Zec Peskiric M.,Kanepi K.,127.0,20.0,540.0,2310.0,3.0,6.0,6.0,2.0,6.0,4.0,2.0,1.0,Completed,5.0,1.14,4.45,1.18,4.5,1.167,4.0,1.2,4.6,1.18
753,17,Barcelona,Barcelona Ladies Open,2009-04-14,International,Outdoor,Clay,1st Round,3,Schiavone F.,Dominguez Lino L.,44.0,87.0,1232.0,719.0,7.0,6.0,6.0,4.0,,,2.0,0.0,Completed,1.28,3.5,1.28,3.46,1.333,3.25,1.286,3.25,1.3,3.4
754,17,Barcelona,Barcelona Ladies Open,2009-04-14,International,Outdoor,Clay,1st Round,3,Yakimova A.,Cirstea S.,76.0,36.0,819.0,1535.0,7.0,6.0,7.0,6.0,,,2.0,0.0,Completed,1.83,1.83,1.9,1.85,1.8,1.909,2.0,1.727,2.4,1.54
755,17,Barcelona,Barcelona Ladies Open,2009-04-14,International,Outdoor,Clay,1st Round,3,Kirilenko M.,Pin C.,37.0,105.0,1518.0,627.0,6.0,2.0,6.0,0.0,,,2.0,0.0,Completed,1.28,3.4,1.3,3.35,1.3,3.4,1.333,3.0,1.33,3.2
756,17,Barcelona,Barcelona Ladies Open,2009-04-14,International,Outdoor,Clay,1st Round,3,Malek T.,Llagostera Vives N.,149.0,89.0,408.0,715.0,6.0,3.0,3.0,6.0,6.0,1.0,2.0,1.0,Completed,2.75,1.4,2.85,1.4,2.5,1.5,2.75,1.4,2.72,1.44
757,17,Barcelona,Barcelona Ladies Open,2009-04-14,International,Outdoor,Clay,1st Round,3,Loit E.,Jugic-Salkic M.,122.0,179.0,553.0,336.0,7.0,6.0,3.0,6.0,6.0,2.0,2.0,1.0,Completed,1.8,1.9,1.8,1.95,1.8,1.909,1.8,1.909,1.82,1.94
758,17,Barcelona,Barcelona Ladies Open,2009-04-14,International,Outdoor,Clay,1st Round,3,Martinez-Sanchez M.J.,Flipkens K.,51.0,98.0,1170.0,662.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.25,3.75,1.3,3.35,1.286,3.5,1.286,3.25,1.27,3.65
759,17,Barcelona,Barcelona Ladies Open,2009-04-14,International,Outdoor,Clay,1st Round,3,Suarez Navarro C.,Candela E.C.,27.0,169.0,1805.0,364.0,6.0,2.0,6.0,0.0,,,2.0,0.0,Completed,1.05,9.0,1.07,7.19,1.1,6.5,1.071,7.0,1.07,7.8
760,17,Barcelona,Barcelona Ladies Open,2009-04-15,International,Outdoor,Clay,2nd Round,3,Kirilenko M.,Bremond S.,37.0,74.0,1518.0,824.0,7.0,5.0,6.0,2.0,,,2.0,0.0,Completed,1.2,4.33,1.25,3.7,1.25,3.75,1.222,3.75,1.23,4.0
761,17,Barcelona,Barcelona Ladies Open,2009-04-15,International,Outdoor,Clay,2nd Round,3,Yakimova A.,Rybarikova M.,76.0,46.0,819.0,1204.0,3.0,6.0,6.0,3.0,6.0,0.0,2.0,1.0,Completed,1.72,2.0,1.7,2.1,1.8,1.9,1.8,1.909,1.74,2.05
762,17,Barcelona,Barcelona Ladies Open,2009-04-15,International,Outdoor,Clay,2nd Round,3,Vinci R.,Pennetta F.,61.0,14.0,955.0,3040.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,3.5,1.28,3.46,1.28,3.4,1.3,3.2,1.3,3.4,1.3
763,17,Barcelona,Barcelona Ladies Open,2009-04-15,International,Outdoor,Clay,2nd Round,3,Martinez-Sanchez M.J.,Zec Peskiric M.,51.0,127.0,1170.0,540.0,7.0,5.0,5.0,7.0,6.0,2.0,2.0,1.0,Completed,1.25,3.75,1.28,3.46,1.28,3.5,1.3,3.2,1.27,3.6
764,17,Barcelona,Barcelona Ladies Open,2009-04-16,International,Outdoor,Clay,2nd Round,3,Malek T.,Cohen Aloro S.,149.0,284.0,408.0,170.0,5.0,0.0,,,,,0.0,0.0,Retired,1.61,2.2,1.56,2.4,1.66,2.1,1.667,2.1,1.67,2.15
765,17,Barcelona,Barcelona Ladies Open,2009-04-16,International,Outdoor,Clay,2nd Round,3,Safarova L.,Errani S.,49.0,39.0,1194.0,1498.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,2.37,1.53,2.3,1.6,2.1,1.66,2.2,1.615,2.32,1.58
766,17,Barcelona,Barcelona Ladies Open,2009-04-16,International,Outdoor,Clay,2nd Round,3,Schiavone F.,Vaidisova N.,44.0,58.0,1232.0,971.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.53,2.37,1.6,2.3,1.61,2.2,1.615,2.2,1.58,2.32
767,17,Barcelona,Barcelona Ladies Open,2009-04-16,International,Outdoor,Clay,2nd Round,3,Suarez Navarro C.,Loit E.,27.0,122.0,1805.0,553.0,6.0,2.0,7.0,5.0,,,2.0,0.0,Completed,1.16,4.5,1.17,4.67,1.2,4.33,1.167,4.5,1.16,5.0
